Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBGN0030093	2770.07482361607	-0.12662096888786	0.144130180453091	-0.878518076434865	0.379662632354866	0.576335617435739
FBGN0030082	1096.60593596822	-0.373145606303042	0.130967713302188	-2.84914195181881	0.00438373167120358	0.0218951530923653
FBGN0025621	566.520469066836	-0.905975815181015	0.230082583938949	-3.93761144225244	8.22967142742437e-05	0.000848002094540465
FBGN0024182	217.42939587242	-0.286596836848363	0.303088913343751	-0.945586671866537	0.344359444859245	0.543679360824385
FBGN0000808	8.83415501221818	-2.03975945634275	1.70378958917122	-1.197189764104	0.231232598601998	0.41659168157377
FBGN0250862	4.48975456836811	-1.37741859243459	1.8528364557757	-0.74341077872301	0.457233020505841	0.648762465500672
FBGN0031042	4.75758739463311	-0.0122038736272785	1.97142955466747	-0.0061903675930926	0.995060832817147	0.997607675138238
FBGN0030840	2.37962259382626	-1.0282055874837	2.0717535731986	-0.496297243448819	0.619684710845672	NA
FBGN0003656	472.151038528597	-0.244367104297467	0.20034790011737	-1.21971382856675	0.222573377508225	0.405569446691923
FBGN0030507	271.428861663837	-0.46729691355756	0.26444202710298	-1.76710532239107	0.0772105913339511	0.192509812172311
FBGN0031130	0.294349867105832	2.90845200448563	3.86348791974123	0.752804736265473	0.451567260249616	NA
FBGN0031132	0.608417296810302	-2.40666230055387	3.50259827243349	-0.687107716432979	0.492014851964391	NA
FBGN0026175	0.890963337045681	-3.02393182184758	2.79813849587235	-1.08069412086225	0.279833199153647	NA
FBGN0030001	2.9110420354108	-0.412989330123185	1.9903286272477	-0.207498060606344	0.835620907127465	NA
FBGN0023536	121.655168158119	0.0284486979508508	0.378481809559331	0.0751652978619337	0.940083194513653	0.968680858063571
FBGN0265413	787.499162701357	0.398338819302578	0.156203472060261	2.5501278175744	0.0107683431555435	0.044499605011126
FBGN0026872	19.6798635043199	-1.78663625088258	1.63925698852201	-1.08990613637307	0.275754493250808	0.470966832532321
FBGN0024975	102.293328666988	-0.464372104553311	0.377148220558196	-1.2312721610247	0.218221090297879	0.400301192620076
FBGN0266434	2.32062496450108	0.646256588545716	1.96070734396872	0.329603798615662	0.741699351984607	NA
FBGN0030495	2.51278339210465	-0.519847232620104	2.02395022170328	-0.256847835013759	0.797296241437403	NA
FBGN0031069	378.394584718584	-0.0690004572262403	0.196087636227263	-0.35188581265914	0.724923899453723	0.845563000677615
FBGN0004102	11.1547893200715	-5.01827241083711	1.54993933850279	-3.23772181670326	0.00120488233073622	0.00789274185007587
FBGN0030590	3.80147970838906	-2.11106047884192	1.79667743778269	-1.17498023543236	0.240002623194472	NA
FBGN0287454	169.059265300176	-1.09804995184204	0.331905309741204	-3.3083229451744	0.000938565106737139	0.00640024448701058
FBGN0025391	1.30334743231342	-0.708835052760373	2.35803731055029	-0.30060383251313	0.763716608639155	NA
FBGN0030029	1.76260589198193	-1.14165912076637	2.23822794897514	-0.510072765952691	0.610000484096466	NA
FBGN0260812	2.18145066084083	-0.423154567352251	2.06431854046045	-0.204985112064084	0.837583756896774	NA
FBGN0002878	837.486004086502	-0.215066745317024	0.142700206709804	-1.50712287161843	0.131779165263122	0.282644007466263
FBGN0029688	1905.86592806917	-0.291345889869952	0.114827342128889	-2.53725188155038	0.0111726535288814	0.0456862456635339
FBGN0052576	114.669051758141	0.0885479170078141	0.319183361891735	0.2774202153991	0.781457460917537	0.879352047408414
FBGN0250788	7319.18769028445	-0.19834849465095	0.081582932205985	-2.43124988631384	0.01504683300707	0.0572788105683927
FBGN0027330	1539.24285561107	-0.0313573137514058	0.118272495183335	-0.265127692645688	0.790911094813486	0.885414716058165
FBGN0030704	84.9219161742436	-0.378524158046162	0.459644560721646	-0.823514929561824	0.410215230739792	0.60585934268926
FBGN0025815	2958.75606529334	-0.648482746374815	0.119193458084248	-5.44059008604696	5.31043777043795e-08	1.40953020166171e-06
FBGN0030071	0.3178738862045	-0.693545275974715	4.21313017546329	-0.164615202258366	0.869246864791463	NA
FBGN0029521	2.43875421657406	-0.191348474914299	2.09880569223745	-0.0911701715037326	0.927357375912928	NA
FBGN0030218	24.4907592772839	-1.01596604400634	0.800998357750645	-1.26837469037935	0.204664175587471	0.382859132733846
FBGN0004050	702.779477906157	0.40231178804526	0.219737229979086	1.83087676168281	0.0671189395885116	0.174396909976844
FBGN0040349	6.02095677011049	-0.436979698270297	1.44933930564865	-0.301502689237236	0.763031199644173	0.868639666755246
FBGN0030522	99.3557583158368	0.861992072947347	0.393860909030598	2.18856975440632	0.0286281261605083	0.0928858908891607
FBGN0052815	4.3067771607131	-2.02383899866896	1.82040661142139	-1.11175107032199	0.266245194929532	0.459017951280508
FBGN0030311	251.928221344876	-0.376795364101611	0.360995070323523	-1.0437687244979	0.296592404846459	0.493437801597565
FBGN0052625	22.3136004376458	-1.73178683304578	1.30564210272162	-1.32638709293754	0.184711511833745	0.355346495813989
FBGN0259204	13.3690728709399	2.16634710641712	1.44100225886464	1.50336135359286	0.132745886685847	0.283998147560556
FBGN0030480	154.218658474486	0.744730750308168	0.295147187461796	2.52325206522446	0.0116275021795027	0.0471118672475284
FBGN0025625	10.403501600919	-1.62791552183555	1.79451885711954	-0.90715988599228	0.364322253184236	0.563450404849936
FBGN0029747	1.65807679707184	0.086369964829185	2.40256367627896	0.0359490845890723	0.971322957296751	NA
